0, 1018 
42, 1002 
171, 999 
95, 690 
0, 616 
334, 317 
17, 278 
1745, 0 
140, 0 
280, 0 
,  
0, 1018 
42, 1002 
171, 999 
95, 690 
0, 616 
17, 278 
1745, 0 
140, 0 
277, 0 
,  
0, 1018 
42, 1002 
171, 999 
95, 690 
0, 616 
17, 278 
1745, 0 
140, 0 
275, 0 
,  
0, 1018 
42, 1002 
171, 999 
95, 690 
0, 616 
334, 316 
17, 278 
1745, 0 
140, 0 
274, 0 
,  
0, 1018 
42, 1002 
171, 999 
95, 690 
0, 616 
17, 278 
1745, 0 
140, 0 
272, 0 
,  
0, 1018 
42, 1002 
171, 999 
95, 690 
0, 616 
329, 326 
17, 278 
140, 0 
270, 0 
,  
0, 1018 
42, 1002 
171, 999 
95, 690 
0, 616 
17, 278 
140, 0 
270, 0 
,  
0, 1018 
42, 1002 
171, 999 
95, 690 
0, 616 
17, 278 
140, 0 
270, 0 
,  
0, 1018 
42, 1002 
171, 999 
95, 690 
0, 616 
17, 278 
140, 0 
270, 0 
,  
0, 1018 
42, 1002 
171, 999 
95, 690 
0, 616 
330, 322 
17, 278 
1745, 0 
140, 0 
269, 0 
,  
0, 1018 
42, 1002 
171, 999 
95, 690 
0, 616 
17, 278 
1745, 0 
140, 0 
269, 0 
,  
0, 1018 
42, 1002 
171, 999 
95, 690 
0, 616 
17, 278 
1745, 0 
140, 0 
269, 0 
,  
0, 1018 
42, 1002 
171, 999 
95, 690 
0, 616 
17, 278 
1745, 0 
140, 0 
267, 0 
,  
0, 1018 
42, 1002 
171, 999 
95, 690 
0, 616 
17, 278 
1745, 0 
140, 0 
262, 0 
,  
0, 1018 
42, 1002 
171, 999 
95, 690 
0, 616 
17, 278 
1745, 0 
140, 0 
276, 0 
,  
0, 1018 
42, 1002 
171, 999 
95, 690 
0, 616 
17, 278 
1745, 0 
140, 0 
235, 0 
,  
0, 1018 
42, 1002 
171, 999 
95, 690 
0, 616 
329, 294 
17, 278 
1745, 0 
140, 0 
281, 0 
,  
0, 1018 
42, 1002 
171, 999 
95, 690 
0, 616 
17, 278 
1745, 0 
140, 0 
273, 0 
,  
0, 1018 
42, 1002 
171, 999 
95, 690 
0, 616 
333, 319 
17, 278 
1745, 0 
140, 0 
342, 0 
277, 0 
,  
0, 1018 
42, 1002 
171, 999 
95, 690 
0, 616 
17, 278 
1745, 0 
140, 0 
270, 0 
,  
0, 1018 
42, 1002 
171, 999 
95, 689 
0, 616 
334, 322 
17, 278 
1745, 0 
140, 0 
279, 0 
,  
0, 1018 
42, 1002 
171, 999 
95, 689 
0, 616 
328, 316 
17, 278 
1745, 0 
140, 0 
274, 0 
,  
0, 1018 
42, 1002 
171, 999 
95, 689 
0, 616 
17, 278 
1745, 0 
140, 0 
343, 0 
275, 0 
,  
0, 1018 
42, 1002 
171, 999 
95, 689 
0, 616 
17, 278 
1745, 0 
140, 0 
278, 0 
,  
0, 1018 
42, 1002 
171, 999 
95, 689 
0, 616 
17, 278 
1745, 0 
140, 0 
342, 0 
277, 0 
,  
0, 1018 
42, 1002 
171, 999 
95, 689 
0, 616 
17, 278 
1745, 0 
141, 0 
271, 0 
,  
0, 1018 
42, 1002 
171, 999 
95, 689 
0, 616 
325, 314 
17, 278 
1745, 0 
141, 0 
341, 0 
275, 0 
,  
0, 1018 
42, 1002 
171, 999 
95, 689 
0, 616 
17, 278 
1745, 0 
141, 0 
273, 0 
,  
0, 1018 
42, 1002 
171, 999 
95, 689 
0, 616 
333, 315 
17, 278 
1745, 0 
141, 0 
342, 0 
277, 0 
,  
0, 1018 
42, 1002 
171, 999 
95, 689 
0, 616 
17, 278 
1745, 0 
141, 0 
276, 0 
,  
0, 1018 
42, 1002 
171, 999 
95, 689 
0, 616 
17, 278 
1745, 0 
141, 0 
278, 0 
,  
0, 1018 
42, 1002 
171, 999 
95, 689 
0, 616 
329, 316 
17, 278 
1745, 0 
141, 0 
276, 0 
,  
0, 1018 
42, 1002 
171, 999 
95, 689 
0, 616 
17, 278 
1745, 0 
141, 0 
344, 0 
277, 0 
,  
0, 1018 
42, 1002 
171, 999 
95, 689 
0, 616 
326, 326 
17, 278 
1745, 0 
141, 0 
281, 0 
,  
0, 1018 
42, 1002 
171, 999 
95, 689 
0, 616 
17, 278 
1745, 0 
141, 0 
342, 0 
276, 0 
,  
0, 1018 
42, 1002 
171, 999 
95, 689 
0, 616 
17, 278 
1745, 0 
141, 0 
275, 0 
,  
