25.0, 675, 347
26.0, 666, 388
27.0, 643, 405
28.0, 683, 384
29.0, 657, 392
30.0, 675, 339
31.0, 690, 433
32.0, 702, 466
33.0, 722, 489
34.0, 740, 506
35.0, 771, 531
36.0, 795, 547
37.0, 828, 574
38.0, 859, 590
39.0, 884, 606
40.0, 931, 629
41.0, 959, 643
42.0, 987, 646
43.0, 1025, 674
44.0, 1054, 678
45.0, 1105, 664
46.0, 1168, 641
47.0, 1201, 622
48.0, 1231, 576
49.0, 1256, 535
