1,0,
2,0,
3,0,
4,2,
5,0,
6,0,
1,0,
2,0,
3,0,
4,2,
5,0,
6,0,
1,1,
2,0,
3,0,
4,2,
5,0,
6,0,
1,0,
2,0,
3,0,
4,2,
5,0,
6,0,
1,1,
2,0,
3,0,
4,2,
5,0,
6,0,
1,0,
2,0,
3,0,
4,2,
5,0,
6,0,
1,0,
2,0,
3,0,
4,2,
5,0,
6,0,
1,0,
2,0,
3,0,
4,2,
5,0,
6,0,
1,0,
2,0,
3,0,
4,2,
5,0,
6,0,
1,0,
2,0,
3,0,
4,2,
5,0,
6,0,
1,1,
2,0,
3,0,
4,2,
5,0,
6,0,
1,1,
2,0,
3,0,
4,2,
5,0,
6,0,
1,0,
2,0,
3,0,
4,2,
5,0,
6,0,
1,1,
2,0,
3,0,
4,2,
5,0,
6,0,
1,3,
2,0,
3,0,
4,2,
5,0,
6,0,
1,0,
2,0,
3,0,
4,2,
5,0,
6,0,
1,1,
2,0,
3,0,
4,2,
5,0,
6,0,
1,2,
2,0,
3,0,
4,2,
5,0,
6,0,
1,3,
2,0,
3,0,
4,2,
5,0,
6,0,
1,2,
2,0,
3,0,
4,2,
5,0,
6,0,
1,3,
2,0,
3,0,
4,2,
5,0,
6,0,
1,3,
2,0,
3,0,
4,2,
5,0,
6,0,
1,2,
2,0,
3,0,
4,2,
5,0,
6,0,
1,2,
2,0,
3,0,
4,2,
5,0,
6,0,
1,2,
2,0,
3,0,
4,2,
5,0,
6,1,
1,0,
2,0,
3,0,
4,2,
5,0,
6,0,
1,2,
2,0,
3,0,
4,2,
5,0,
6,0,
1,3,
2,0,
3,0,
4,2,
5,0,
6,0,
1,4,
2,0,
3,0,
4,2,
5,0,
6,0,
1,1,
2,0,
3,0,
4,2,
5,0,
6,0,
1,2,
2,0,
3,0,
4,2,
5,0,
6,0,
1,2,
2,0,
3,0,
4,2,
5,0,
6,0,
1,2,
2,0,
3,0,
4,2,
5,0,
6,0,
1,2,
2,0,
3,0,
4,2,
5,0,
6,0,
1,2,
2,0,
3,0,
4,2,
5,0,
6,0,
1,2,
2,0,
3,0,
4,2,
5,0,
6,0,
