814, 694 
1154, 629 
1096, 589 
623, 590 
623, 590 
774, 563 
955, 521 
443, 534 
702, 506 
988, 376 
1139, 333 
562, 273 
721, 205 
870, 191 
1102, 171 
746, 176 
647, 117 
489, 107 
1138, 76 
 
814, 694 
1153, 629 
1096, 589 
619, 589 
619, 589 
773, 561 
956, 521 
444, 535 
702, 506 
205, 433 
990, 377 
1142, 334 
597, 310 
563, 272 
721, 204 
871, 192 
1102, 171 
743, 173 
651, 116 
489, 106 
1140, 76 
 
813, 693 
1153, 629 
1096, 589 
614, 589 
614, 589 
772, 560 
445, 536 
958, 521 
702, 506 
207, 434 
990, 377 
226, 364 
1145, 336 
565, 271 
720, 203 
871, 192 
1104, 171 
740, 171 
655, 116 
482, 104 
1142, 76 
 
814, 693 
1153, 629 
961, 634 
1096, 588 
611, 589 
611, 589 
771, 559 
445, 536 
959, 521 
702, 506 
991, 378 
1147, 337 
566, 270 
720, 202 
871, 193 
1106, 171 
738, 168 
657, 116 
485, 103 
1144, 76 
 
814, 692 
1153, 629 
1096, 588 
607, 588 
607, 588 
445, 536 
960, 520 
753, 545 
753, 545 
212, 436 
993, 380 
1149, 339 
567, 269 
719, 201 
871, 194 
1107, 171 
735, 166 
659, 115 
490, 103 
1146, 76 
 
813, 692 
1153, 629 
958, 628 
1096, 588 
603, 588 
603, 588 
445, 536 
962, 520 
752, 544 
752, 544 
994, 382 
1151, 340 
598, 309 
569, 268 
719, 200 
872, 195 
1108, 171 
732, 164 
660, 114 
490, 103 
1147, 76 
 
813, 691 
1153, 629 
956, 624 
1096, 588 
600, 588 
600, 588 
963, 520 
444, 536 
1211, 509 
751, 543 
751, 543 
995, 384 
229, 355 
1153, 342 
598, 309 
571, 267 
719, 200 
872, 195 
1109, 171 
730, 162 
661, 114 
489, 102 
1150, 77 
 
813, 691 
1153, 629 
955, 622 
1096, 587 
596, 588 
596, 588 
444, 536 
963, 520 
750, 542 
750, 542 
997, 387 
1154, 343 
598, 309 
573, 266 
719, 199 
871, 196 
1111, 171 
728, 160 
488, 106 
663, 113 
1152, 78 
 
812, 690 
1138, 631 
954, 619 
1096, 587 
593, 588 
593, 588 
445, 536 
964, 520 
1212, 510 
749, 541 
749, 541 
999, 389 
229, 357 
1156, 344 
598, 309 
574, 265 
718, 198 
871, 197 
726, 159 
487, 107 
664, 113 
1154, 78 
 
811, 689 
1138, 631 
953, 617 
1096, 587 
590, 589 
590, 589 
445, 537 
965, 519 
726, 525 
1000, 390 
226, 360 
1158, 345 
598, 309 
576, 264 
718, 197 
871, 197 
1115, 173 
724, 157 
487, 107 
665, 112 
1155, 78 
 
812, 689 
1138, 631 
952, 614 
1096, 586 
587, 589 
587, 589 
445, 537 
966, 519 
725, 524 
1002, 392 
1159, 346 
577, 263 
718, 196 
871, 198 
1117, 174 
722, 155 
666, 111 
487, 106 
1157, 78 
 
812, 688 
951, 612 
1096, 587 
584, 589 
584, 589 
445, 536 
967, 519 
1003, 393 
1160, 348 
578, 262 
718, 196 
871, 198 
1119, 174 
720, 154 
666, 111 
487, 104 
1159, 79 
 
822, 686 
950, 611 
1096, 588 
582, 589 
582, 589 
445, 536 
967, 519 
722, 523 
1004, 394 
1162, 349 
580, 261 
719, 196 
