25.0, 1524, 443
26.0, 1532, 438
27.0, 1535, 418
28.0, 1534, 407
29.0, 1535, 394
30.0, 1545, 381
31.0, 1546, 373
32.0, 1551, 369
33.0, 1555, 368
34.0, 1563, 349
35.0, 1567, 342
36.0, 1570, 340
37.0, 1572, 337
38.0, 1576, 330
39.0, 1579, 320
40.0, 1573, 319
41.0, 1559, 306
42.0, 1562, 282
43.0, 1566, 270
44.0, 1562, 258
45.0, 1563, 248
46.0, 1560, 236
47.0, 1565, 228
48.0, 1560, 222
49.0, 1559, 218
