1,59.0,0,
2,59.0,0,
3,59.0,0,
4,59.0,10,
5,59.0,8,
6,59.0,0,
1,60.0,1,
2,60.0,1,
3,60.0,0,
4,60.0,10,
5,60.0,7,
6,60.0,0,
1,61.0,1,
2,61.0,1,
3,61.0,0,
4,61.0,11,
5,61.0,7,
6,61.0,0,
1,62.0,0,
2,62.0,0,
3,62.0,0,
4,62.0,10,
5,62.0,8,
6,62.0,0,
1,63.0,1,
2,63.0,1,
3,63.0,0,
4,63.0,10,
5,63.0,7,
6,63.0,0,
1,64.0,0,
2,64.0,0,
3,64.0,0,
4,64.0,10,
5,64.0,9,
6,64.0,0,
1,65.0,1,
2,65.0,0,
3,65.0,0,
4,65.0,10,
5,65.0,9,
6,65.0,0,
1,66.0,1,
2,66.0,0,
3,66.0,0,
4,66.0,9,
5,66.0,10,
6,66.0,0,
1,67.0,0,
2,67.0,0,
3,67.0,0,
4,67.0,10,
5,67.0,9,
6,67.0,0,
1,68.0,1,
2,68.0,0,
3,68.0,0,
4,68.0,13,
5,68.0,10,
6,68.0,0,
1,69.0,0,
2,69.0,0,
3,69.0,0,
4,69.0,12,
5,69.0,8,
6,69.0,0,
1,70.0,1,
2,70.0,0,
3,70.0,0,
4,70.0,11,
5,70.0,6,
6,70.0,0,
1,71.0,0,
2,71.0,0,
3,71.0,0,
4,71.0,11,
5,71.0,6,
6,71.0,0,
1,72.0,0,
2,72.0,0,
3,72.0,0,
4,72.0,10,
5,72.0,6,
6,72.0,0,
1,73.0,0,
2,73.0,0,
3,73.0,0,
4,73.0,9,
5,73.0,7,
6,73.0,0,
1,74.0,1,
2,74.0,0,
3,74.0,0,
4,74.0,9,
5,74.0,5,
6,74.0,0,
1,75.0,1,
2,75.0,0,
3,75.0,0,
4,75.0,10,
5,75.0,6,
6,75.0,0,
1,76.0,1,
2,76.0,0,
3,76.0,0,
4,76.0,10,
5,76.0,7,
6,76.0,0,
1,77.0,1,
2,77.0,0,
3,77.0,0,
4,77.0,9,
5,77.0,5,
6,77.0,0,
1,78.0,1,
2,78.0,0,
3,78.0,0,
4,78.0,10,
5,78.0,6,
6,78.0,0,
1,79.0,0,
2,79.0,0,
3,79.0,0,
4,79.0,10,
5,79.0,5,
6,79.0,0,
1,80.0,1,
2,80.0,0,
3,80.0,0,
4,80.0,10,
5,80.0,8,
6,80.0,0,
1,81.0,1,
2,81.0,0,
3,81.0,0,
4,81.0,10,
5,81.0,7,
6,81.0,0,
1,82.0,0,
2,82.0,0,
3,82.0,0,
4,82.0,11,
5,82.0,7,
6,82.0,0,
1,83.0,1,
2,83.0,0,
3,83.0,0,
4,83.0,11,
5,83.0,7,
6,83.0,0,
1,84.0,1,
2,84.0,0,
3,84.0,0,
4,84.0,11,
5,84.0,6,
6,84.0,0,
1,85.0,2,
2,85.0,0,
3,85.0,0,
4,85.0,10,
5,85.0,7,
6,85.0,0,
1,86.0,1,
2,86.0,0,
3,86.0,0,
4,86.0,10,
5,86.0,7,
6,86.0,0,
1,87.0,0,
2,87.0,1,
3,87.0,0,
4,87.0,10,
5,87.0,7,
