1,0,
2,3,
3,3,
4,0,
5,6,
6,5,
1,0,
2,3,
3,4,
4,0,
5,7,
6,5,
1,0,
2,3,
3,4,
4,0,
5,7,
6,5,
1,0,
2,3,
3,3,
4,0,
5,7,
6,6,
1,0,
2,3,
3,4,
4,0,
5,7,
6,5,
1,0,
2,3,
3,5,
4,0,
5,7,
6,5,
1,0,
2,3,
3,5,
4,0,
5,7,
6,4,
1,0,
2,3,
3,5,
4,0,
5,7,
6,4,
1,0,
2,3,
3,5,
4,0,
5,7,
6,4,
1,0,
2,3,
3,5,
4,0,
5,7,
6,4,
1,0,
2,3,
3,5,
4,0,
5,7,
6,3,
1,0,
2,3,
3,5,
4,0,
5,7,
6,5,
1,0,
2,3,
3,5,
4,0,
5,7,
6,4,
1,0,
2,3,
3,4,
4,0,
5,7,
6,4,
1,0,
2,3,
3,5,
4,0,
5,7,
6,4,
1,0,
2,3,
3,5,
4,0,
5,7,
6,4,
1,0,
2,3,
3,5,
4,0,
5,7,
6,4,
1,0,
2,3,
3,5,
4,0,
5,7,
6,3,
1,0,
2,2,
3,5,
4,0,
5,7,
6,3,
1,0,
2,4,
3,3,
4,0,
5,7,
6,2,
1,0,
2,5,
3,3,
4,0,
5,7,
6,2,
1,0,
2,5,
3,3,
4,0,
5,7,
6,2,
1,0,
2,5,
3,4,
4,0,
5,7,
6,2,
1,0,
2,5,
3,4,
4,0,
5,7,
6,2,
1,0,
2,5,
3,4,
4,0,
5,7,
6,2,
1,0,
2,5,
3,4,
4,0,
5,7,
6,2,
1,0,
2,5,
3,4,
4,0,
5,7,
6,2,
1,0,
2,5,
3,4,
4,0,
5,7,
6,3,
1,0,
2,4,
3,4,
4,0,
5,7,
6,3,
1,0,
2,4,
3,5,
4,0,
5,7,
6,3,
1,0,
2,4,
3,4,
4,0,
5,7,
6,3,
1,0,
2,4,
3,4,
4,0,
5,6,
6,3,
1,0,
2,4,
3,4,
4,0,
5,6,
6,2,
1,0,
2,4,
3,4,
4,0,
5,6,
6,2,
1,0,
2,4,
3,5,
4,0,
5,6,
6,3,
1,0,
2,4,
3,5,
4,0,
5,6,
6,2,
1,0,
2,4,
3,5,
4,0,
5,6,
6,4,
1,0,
2,4,
3,5,
4,0,
5,6,
6,3,
1,0,
2,4,
3,5,
4,0,
5,7,
6,2,
1,0,
2,4,
3,5,
4,0,
5,7,
6,3,
1,0,
2,4,
3,5,
4,0,
5,7,
6,3,
1,0,
2,4,
3,5,
4,0,
5,7,
6,3,
1,0,
2,3,
3,5,
4,0,
5,7,
6,4,
1,0,
2,4,
3,5,
4,0,
5,7,
6,4,
1,0,
2,4,
3,5,
4,0,
5,7,
6,3,
1,0,
2,4,
3,5,
4,0,
5,7,
6,3,
1,0,
2,4,
3,5,
4,0,
5,6,
6,3,
1,0,
2,4,
3,5,
4,1,
5,6,
6,3,
1,0,
2,4,
3,5,
4,0,
5,6,
6,4,
1,1,
2,4,
3,5,
4,0,
5,6,
6,3,
1,1,
2,4,
3,5,
4,0,
5,6,
6,4,
1,1,
2,4,
3,5,
4,0,
5,6,
6,4,
1,1,
2,4,
3,5,
4,0,
5,6,
6,3,
1,1,
2,5,
3,5,
4,0,
5,5,
6,4,
1,1,
2,5,
3,5,
4,0,
5,6,
6,4,
1,1,
2,4,
3,5,
4,0,
5,5,
6,4,
1,1,
2,6,
3,5,
4,1,
5,4,
6,4,
1,1,
2,6,
3,5,
4,1,
5,4,
6,4,
1,1,
2,6,
3,4,
4,0,
5,4,
6,4,
1,1,
2,3,
3,5,
4,0,
5,3,
6,4,
1,1,
2,4,
3,4,
4,0,
5,3,
6,5,
1,1,
2,4,
3,4,
4,0,
5,3,
6,5,
1,1,
2,4,
3,4,
4,0,
5,1,
6,5,
1,1,
2,4,
3,5,
4,0,
5,2,
6,5,
1,1,
2,4,
3,5,
4,0,
5,2,
6,6,
1,1,
2,4,
3,5,
4,0,
5,2,
6,6,
1,1,
2,3,
3,5,
4,0,
5,3,
6,4,
1,1,
2,5,
3,5,
4,0,
5,3,
6,4,
1,1,
2,5,
3,5,
4,0,
5,3,
6,4,
1,1,
2,5,
3,4,
4,0,
5,6,
6,5,
1,1,
2,5,
3,3,
4,0,
5,6,
6,5,
1,1,
2,5,
3,3,
4,0,
5,5,
6,4,
1,1,
2,5,
3,3,
4,0,
5,6,
6,4,
1,1,
2,5,
3,3,
4,0,
5,6,
6,4,
1,0,
2,5,
3,3,
4,0,
5,7,
6,4,
1,1,
2,5,
3,3,
4,0,
5,6,
6,4,
1,1,
2,5,
3,3,
4,0,
5,6,
6,4,
1,2,
2,4,
3,3,
4,0,
5,6,
6,3,
1,2,
2,4,
3,3,
4,0,
5,6,
6,3,
1,1,
2,4,
3,4,
4,0,
5,6,
6,5,
1,1,
2,3,
3,3,
4,1,
5,7,
6,5,
1,1,
2,4,
3,3,
4,1,
5,6,
6,5,
1,1,
2,2,
3,3,
4,3,
5,4,
6,5,
1,1,
2,4,
3,3,
4,3,
5,4,
6,3,
1,1,
2,5,
3,3,
4,1,
5,4,
6,5,
1,1,
2,5,
3,3,
4,1,
5,4,
6,5,
1,1,
2,3,
3,3,
4,1,
5,4,
6,5,
1,1,
2,4,
3,4,
4,1,
5,4,
6,4,
