478, 626 
544, 597 
815, 535 
1071, 531 
942, 518 
1039, 507 
865, 455 
1070, 463 
698, 503 
698, 503 
1269, 453 
681, 377 
1023, 370 
783, 333 
703, 303 
993, 274 
852, 258 
1172, 125 
 
479, 627 
545, 597 
1072, 531 
942, 518 
1038, 508 
866, 455 
1071, 462 
1269, 456 
683, 376 
1020, 369 
787, 332 
704, 302 
993, 275 
850, 259 
1172, 127 
 
481, 629 
548, 597 
1072, 531 
943, 517 
1039, 508 
867, 455 
1071, 462 
1269, 458 
683, 376 
1016, 370 
791, 330 
898, 327 
705, 301 
993, 276 
848, 261 
1172, 128 
 
482, 631 
552, 596 
834, 534 
1072, 531 
943, 517 
1039, 508 
1072, 462 
868, 455 
702, 507 
702, 507 
1268, 459 
685, 376 
1011, 370 
794, 329 
705, 300 
993, 277 
845, 262 
1172, 129 
 
484, 632 
554, 596 
840, 533 
1072, 531 
944, 517 
1039, 509 
1072, 462 
869, 455 
703, 509 
703, 509 
1268, 461 
685, 375 
1008, 369 
797, 328 
705, 300 
993, 278 
843, 264 
1172, 131 
 
1172, 632 
485, 633 
556, 595 
845, 533 
945, 517 
723, 523 
723, 523 
1048, 515 
1048, 515 
1073, 462 
870, 455 
661, 480 
1268, 461 
686, 375 
1005, 369 
900, 326 
799, 327 
705, 299 
993, 279 
841, 264 
 
486, 634 
558, 595 
849, 532 
945, 516 
724, 524 
724, 524 
1048, 515 
1048, 515 
1073, 462 
871, 455 
660, 480 
1268, 462 
686, 374 
1003, 368 
901, 325 
802, 326 
706, 298 
993, 280 
839, 265 
 
487, 635 
559, 595 
854, 531 
705, 539 
946, 516 
741, 519 
1049, 515 
1049, 515 
1073, 462 
872, 455 
659, 480 
687, 373 
901, 324 
804, 324 
706, 297 
993, 281 
837, 266 
 
487, 636 
579, 600 
859, 531 
705, 541 
946, 516 
746, 527 
1049, 516 
1049, 516 
1073, 462 
872, 455 
658, 481 
688, 373 
998, 366 
902, 323 
806, 322 
706, 297 
993, 282 
835, 268 
 
488, 636 
580, 600 
864, 530 
705, 544 
946, 515 
1155, 537 
747, 530 
1050, 516 
1050, 516 
1072, 463 
873, 455 
657, 482 
691, 372 
995, 366 
902, 323 
808, 320 
706, 296 
832, 268 
993, 283 
 
488, 636 
1100, 625 
1100, 625 
580, 600 
869, 529 
705, 546 
946, 515 
1155, 532 
749, 533 
1050, 516 
1050, 516 
1071, 463 
874, 455 
656, 484 
1267, 463 
692, 371 
992, 366 
208, 365 
902, 322 
810, 318 
706, 295 
829, 269 
993, 284 
1172, 142 
 
489, 637 
1100, 625 
1100, 625 
581, 599 
873, 529 
705, 549 
947, 515 
1110, 561 
1110, 561 
749, 535 
1071, 463 
655, 484 
875, 455 
1267, 461 
694, 370 
988, 365 
903, 321 
812, 316 
706, 294 
826, 270 
993, 285 
1171, 144 
 
489, 637 
1100, 625 
1100, 625 
878, 528 
705, 551 
946, 514 
750, 536 
655, 485 
1070, 462 
876, 455 
696, 369 
985, 364 
903, 320 
706, 293 
818, 293 
993, 286 
1170, 147 
 
490, 638 
583, 599 
882, 528 
705, 553 
947, 514 
751, 538 
654, 486 
877, 455 
698, 369 
982, 364 
903, 320 
706, 293 
817, 292 
993, 286 
1169, 148 
 
491, 638 
583, 599 
1073, 584 
1073, 584 
886, 527 
705, 555 
947, 514 
752, 541 
653, 487 
1117, 497 
1117, 497 
878, 455 
700, 368 
980, 363 
904, 319 
706, 292 
816, 290 
992, 287 
1168, 150 
 
491, 639 
585, 599 
1067, 587 
705, 557 
909, 522 
909, 522 
753, 543 
653, 488 
1115, 495 
1115, 495 
877, 455 
701, 367 
977, 362 
208, 351 
905, 318 
816, 289 
993, 288 
1167, 152 
 
492, 639 
585, 599 
1066, 587 
705, 559 
912, 522 
912, 522 
753, 545 
1067, 503 
652, 489 
1112, 493 
1112, 493 
879, 455 
975, 361 
905, 318 
706, 291 
821, 302 
810, 271 
993, 288 
1166, 153 
 
492, 640 
586, 599 
705, 561 
1053, 577 
1053, 577 
914, 521 
914, 521 
754, 547 
1068, 503 
652, 491 
881, 455 
705, 365 
973, 360 
905, 317 
706, 291 
823, 300 
807, 271 
993, 290 
1165, 154 
618, 91 
 
493, 640 
586, 599 
705, 562 
1051, 577 
1051, 577 
916, 521 
916, 521 
755, 550 
1068, 502 
651, 492 
883, 456 
706, 365 
971, 359 
906, 316 
708, 292 
826, 297 
804, 272 
993, 292 
1164, 156 
618, 96 
 
494, 640 
586, 598 
1051, 578 
1051, 578 
705, 564 
918, 520 
756, 552 
1068, 502 
650, 493 
885, 457 
707, 364 
970, 358 
906, 316 
707, 292 
829, 295 
801, 271 
993, 294 
1163, 157 
618, 100 
 
495, 641 
586, 598 
1051, 579 
1051, 579 
705, 565 
758, 557 
920, 520 
1068, 501 
649, 494 
1104, 482 
1104, 482 
888, 458 
708, 363 
967, 357 
906, 315 
709, 292 
831, 293 
799, 271 
993, 296 
1162, 158 
618, 102 
 
495, 641 
1100, 622 
1100, 622 
587, 598 
1051, 580 
1051, 580 
705, 567 
758, 558 
922, 520 
1068, 500 
649, 495 
1102, 480 
891, 461 
710, 362 
965, 356 
906, 314 
710, 292 
835, 291 
994, 299 
796, 271 
1161, 159 
619, 104 
 
496, 641 
1100, 622 
1100, 622 
587, 598 
1051, 580 
1051, 580 
705, 568 
759, 560 
924, 519 
1068, 500 
648, 496 
1099, 479 
893, 462 
711, 361 
207, 360 
963, 355 
906, 313 
711, 292 
838, 290 
995, 300 
793, 271 
1160, 160 
621, 106 
 
496, 641 
1100, 622 
1100, 622 
1052, 581 
1052, 581 
705, 570 
760, 562 
925, 519 
1069, 500 
648, 498 
1095, 477 
894, 463 
714, 360 
961, 354 
907, 313 
711, 292 
842, 288 
997, 303 
791, 271 
1158, 161 
622, 108 
 
497, 641 
1097, 621 
1097, 621 
1052, 581 
1052, 581 
705, 571 
761, 563 
928, 518 
1071, 500 
648, 500 
1093, 475 
896, 464 
718, 359 
960, 353 
907, 312 
712, 292 
845, 287 
998, 305 
789, 271 
1157, 162 
625, 112 
 
497, 641 
588, 597 
1090, 619 
1090, 619 
705, 572 
761, 565 
929, 517 
1073, 502 
648, 501 
1094, 475 
898, 465 
721, 357 
958, 352 
712, 292 
999, 307 
876, 298 
787, 271 
1156, 163 
628, 116 
